arm,epoch,train_mse,val_mse,train_seconds,train_seconds_cumulative,wall_seconds,gamma_effective
exact,36,0.06881955376377812,,35.32047246582806,1301.1791597520933,1944.1036107758991,
exact,37,0.06796221159122608,,35.430059257894754,1336.609219009988,1979.5352033716626,
exact,38,0.06809417185959993,,35.623381869867444,1372.2326008798555,2015.1601771079004,
exact,39,0.0666925244861179,,35.812540624756366,1408.0451415046118,2050.97425641492,
exact,40,0.06553137081640738,0.0951511997442979,35.67018023598939,1443.7153217406012,2165.628761969041,
exact,41,0.06364066733254327,,35.40821850299835,1479.1235402435996,2201.0385862267576,
exact,42,0.06244981730425799,,35.77348108775914,1514.8970213313587,2236.813709872775,
exact,43,0.062076444979067204,,36.56972370110452,1551.4667450324632,2273.384971269872,
exact,44,0.06141596811789053,,35.95014992682263,1587.4168949592859,2309.3366445298307,
exact,45,0.059568162317629215,0.08080646624931923,35.60259804595262,1623.0194930052385,2423.8190455189906,
exact,46,0.05881761180029975,,35.333792430814356,1658.3532854360528,2459.1544707217254,
exact,47,0.0582353362330684,,35.61350732669234,1693.9667927627452,2494.76952143386,
exact,48,0.058651091875853364,,35.69227338209748,1729.6590661448427,2530.463339352049,
exact,49,0.05810280861677947,,35.63116068113595,1765.2902268259786,2566.0960615808144,
exact,50,0.05880388065620705,0.07342254198514499,35.73934607207775,1801.0295728980564,2681.1181173478253,
exact,51,0.05629253387451172,,35.9515216066502,1836.9810945047066,2717.07124937186,
exact,52,0.05606663668597186,,35.23603405896574,1872.2171285636723,2752.3088735057972,
exact,53,0.05484928025139703,,35.40433511091396,1907.6214636745863,2787.71483022999,
exact,54,0.05450919822410301,,35.24098068103194,1942.8624443556182,2822.9573538126424,
exact,55,0.053712941982128004,0.06618588475080636,35.37405260885134,1978.2364969644696,2936.2959404536523,
exact,56,0.05349757273991903,,35.109853607136756,2013.3463505716063,2971.4073791699484,
exact,57,0.052843866524872954,,35.16695774672553,2048.513308318332,3006.576044238638,
exact,58,0.05242556554299814,,35.21254605706781,2083.7258543753996,3041.7901303246617,
exact,59,0.051847252580854625,,35.23534173890948,2118.961196114309,3077.0271969870664,
exact,60,0.05203664302825928,0.06287556198927072,35.18081664899364,2154.142012763303,3191.3096304577775,
exact,61,0.05143516814267194,,35.41790951695293,2189.5599222802557,3226.729214909952,
exact,62,0.05372989398461801,,35.47900972189382,2225.0389320021495,3262.2099410020746,
exact,63,0.05778437190585666,,35.70682175597176,2260.7457537581213,3297.9184155897237,
exact,64,0.05383015782744796,,36.313483336009085,2297.0592370941304,3334.2335000140592,
exact,65,0.050927921577736186,0.05800120876385616,35.55945190694183,2332.618689001072,3450.524623809848,
exact,66,0.04992288130301016,,35.515944817103446,2368.1346338181756,3486.042405082844,
exact,67,0.052199743412159105,,35.39664355991408,2403.5312773780897,3521.4405387067236,
exact,68,0.04887161210731224,,35.280084467027336,2438.811361845117,3556.7222878737375,
exact,69,0.05081369921013161,,36.20100353797898,2475.012365383096,3592.924837999046,
exact,70,0.04920761232022886,0.053647052783232466,35.239919980056584,2510.2522853631526,3706.812980410643,
exact,71,0.047893009803913256,,35.32599876727909,2545.5782841304317,3742.1406121077016,
exact,72,0.048140373494890004,,35.4980606501922,2581.076344780624,3777.640312834643,
exact,73,0.04881308255372224,,35.415431703906506,2616.4917764845304,3813.057500457857,
exact,74,0.047292744671856915,,35.56429008021951,2652.05606656475,3848.6234117439017,
exact,75,0.046770824326409235,0.049010081933094904,35.57271309616044,2687.6287796609104,3963.6033783569,
exact,76,0.047127357235661256,,35.58942745998502,2723.2182071208954,3999.194455250632,
exact,77,0.047726836469438344,,36.36123275384307,2759.5794398747385,4035.5572143560275,
exact,78,0.04690305391947428,,35.58723268099129,2795.1666725557297,4071.145965952892,
exact,79,0.047785032678533484,,35.44031467102468,2830.6069872267544,4106.588003437966,
exact,80,0.046741637918684215,0.046660347626759455,35.6943305619061,2866.3013177886605,4221.232846332714,
exact,81,0.04659647632528235,,35.52009438583627,2901.821412174497,4256.754691301845,
exact,82,0.045250905884636775,,35.47215348202735,2937.293565656524,4292.228398771025,
exact,83,0.04505159678282561,,35.6581692378968,2972.951734894421,4327.888173295651,
exact,84,0.04479372059857404,,35.6446525179781,3008.596387412399,4363.5344669837505,
exact,85,0.0449102520942688,0.04562676411408644,35.51596475485712,3044.112352167256,4478.635392704047,
exact,86,0.04536537770871763,,35.491053509991616,3079.603405677248,4514.128063820768,
exact,87,0.04598726608135082,,35.532530839089304,3115.135936516337,4549.662333415821,
exact,88,0.046027644916817,,35.276583450846374,3150.4125199671835,4584.940439540893,
exact,89,0.04568586084577772,,35.120258452836424,3185.53277842002,4620.062311990652,
exact,90,0.04502592263398347,0.045086915676410384,35.467942433897406,3221.0007208539173,4734.839334384073,
exact,91,0.045259307931970666,,35.30813874863088,3256.308859602548,4770.149128373712,
exact,92,0.045216911368899874,,35.690224655903876,3291.999084258452,4805.840888703708,
exact,93,0.045528663529290095,,33.704630399122834,3325.703714657575,4839.54723761091,
exact,94,0.0444900945380882,,33.37021105829626,3359.073925715871,4872.918947152793,
exact,95,0.04395348054391367,0.04239000036166264,33.97871400229633,3393.0526397181675,4980.473120431881,
exact,96,0.043736294463828755,,33.27942596701905,3426.3320656851865,5013.754328501876,
exact,97,0.043544791362903734,,33.239846968092024,3459.5719126532786,5046.9956340529025,
exact,98,0.04361870774516353,,33.64089839113876,3493.2128110444173,5080.638075819705,
exact,99,0.0435223380724589,,33.71573105780408,3526.9285421022214,5114.355338270776,
exact,100,0.04365915722317166,0.042645859030576855,33.70795426238328,3560.6364963646047,5223.19465673808,
cache,1,0.39019893716882775,0.7211162860576923,44.43837703578174,44.43837703578174,154.99000215576962,
cache,2,0.31334519386291504,,43.98268597619608,88.42106301197782,198.97452286072075,
cache,3,0.2543890564529984,,44.54855964612216,132.96962265809998,243.52505022566766,
cache,4,0.21268725395202637,,44.0882401089184,177.05786276701838,287.61506786569953,
cache,5,0.18777520568282516,0.35112472680898815,45.2227878482081,222.28065061522648,430.0367282279767,
cache,6,0.1651749434294524,,44.00856290804222,266.2892135232687,474.0470941099338,
cache,7,0.145100266845138,,44.00915718590841,310.2983707091771,518.057998242788,
cache,8,0.13859309532024242,,44.33696224074811,354.6353329499252,562.3966902918182,
cache,9,0.13320012004287154,,44.74387282785028,399.3792057777755,607.1423422317021,
cache,10,0.12833992198661523,0.25073049618647647,44.29731198307127,443.67651776084676,748.0211786180735,
cache,11,0.12403693464067247,,43.976178953424096,487.65269671427086,791.9992189379409,
cache,12,0.11985367315786856,,44.14959987392649,531.8022965881974,836.1505661238916,
cache,13,0.11599339379204644,,44.94841587310657,576.7507124613039,881.1007373267785,
cache,14,0.11219174773604781,,43.70750925503671,620.4582217163406,924.81001638202,
cache,15,0.10870310112282082,0.20504094087160551,43.68170150090009,664.1399232172407,1064.401462981943,
cache,16,0.10540441230491356,,43.8919017361477,708.0318249533884,1108.295182955917,
cache,17,0.10221366087595622,,44.53729932196438,752.5691242753528,1152.8341907616705,
cache,18,0.09940295307724564,,43.76279909024015,796.331923365593,1196.598719323054,
cache,19,0.09669523768954807,,43.7952760620974,840.1271994276904,1240.3957340419292,
cache,20,0.09431364801194933,0.17100115922781137,43.729851061012596,883.857050488703,1380.2950329659507,
cache,21,0.09175392433449074,,44.5845098560676,928.4415603447706,1424.8813202590682,
cache,22,0.08964459984390824,,43.71615175716579,972.1577121019363,1468.5991263790056,
cache,23,0.0875293457949603,,43.930377278942615,1016.088089380879,1512.531219462864,
cache,24,0.08567369867254186,,43.841403746046126,1059.929493126925,1556.374327542726,
cache,25,0.0835854035836679,0.14490804763940665,44.02650146605447,1103.9559945929796,1696.7693015537225,
cache,26,0.0820079865279021,,44.13611710490659,1148.0921116978861,1740.9071958377026,
cache,27,0.08061379415017587,,44.110715261660516,1192.2028269595467,1785.0196435400285,
cache,28,0.07884783214992946,,44.07564654527232,1236.278473504819,1829.0970123116858,
cache,29,0.07753558953603108,,43.71134315896779,1279.9898166637868,1872.8102157609537,
cache,30,0.07685885164472792,0.12592717775931725,43.9654527339153,1323.955269397702,2013.509991873987,
cache,31,0.07555000870316117,,44.25657634297386,1368.211845740676,2057.7683787196875,
cache,32,0.07539048459794787,,44.05350598692894,1412.2653517276049,2101.823600716889,
cache,33,0.07406774273625126,,43.93483297387138,1456.2001847014762,2145.760144460015,
cache,34,0.07266607107939543,,43.9397929571569,1500.1399776586331,2189.7016269429587,
cache,35,0.07123536313021625,0.10998685084856473,44.05916922306642,1544.1991468816996,2329.997619718779,
cache,36,0.0700867595496001,,43.86841220408678,1588.0675590857863,2373.8678432130255,
cache,37,0.06916394057097258,,43.86127394018695,1631.9288330259733,2417.730797132943,
cache,38,0.06754283993332474,,43.84391732374206,1675.7727503497154,2461.576438071672,
cache,39,0.065757950146993,,43.824135147966444,1719.5968854976818,2505.40229201084,
cache,40,0.06482547080075299,0.09537873359826896,43.885441799182445,1763.4823272968642,2645.4572259397246,
cache,41,0.06458213814982662,,43.79103657696396,1807.2733638738282,2689.2500559510663,
cache,42,0.06320528851615058,,43.86571119586006,1851.1390750696883,2733.1174983410165,
cache,43,0.06235603270707307,,43.84773607272655,1894.9868111424148,2776.9669506358914,
cache,44,0.060813062720828585,,43.68043345492333,1938.6672445973381,2820.649080812931,
cache,45,0.06016512491084911,0.08143680829268235,43.99434132594615,1982.6615859232843,2960.789030462969,
cache,46,0.05848787449024342,,43.67721343319863,2026.338799356483,3004.468027216848,
cache,47,0.057675198272422505,,44.66340019693598,2071.002199553419,3049.133126881905,
cache,48,0.056773881117502846,,44.141185242682695,2115.1433847961016,3093.2760386681184,
cache,49,0.05638688581961172,,44.016800770070404,2159.160185566172,3137.29451298574,
cache,50,0.05584716576117056,0.07410912101085369,44.07911775819957,2203.2393033243716,3278.689764767885,
cache,51,0.05678432517581516,,43.837216672021896,2247.0765199963935,3322.5287503018044,
cache,52,0.05413436006616663,,43.79989559575915,2290.8764155921526,3366.330323531758,
cache,53,0.0538303984536065,,44.155210660770535,2335.031626252923,3410.487267530989,
cache,54,0.05352069713451244,,44.05267210304737,2379.0842983559705,3454.5416718260385,
cache,55,0.05497868635036327,0.06739825698045585,44.10656498325989,2423.1908633392304,3595.8535000118427,
cache,56,0.05383714040120443,,44.17988386377692,2467.3707472030073,3640.0351560227573,
cache,57,0.05300843494909781,,43.8559773392044,2511.2267245422117,3683.8928549620323,
cache,58,0.05286688716323287,,43.94390146713704,2555.170626009349,3727.8384527689777,
cache,59,0.05209646843097828,,43.84039301518351,2599.0110190245323,3771.6806932957843,
cache,60,0.05169795619116889,0.06207487674859854,43.858468495775014,2642.8694875203073,3911.654912597034,
cache,61,0.051325610390415895,,43.89840591372922,2686.7678934340365,3955.5550937037915,
cache,62,0.050839622815450035,,43.63426249008626,2730.402155924123,3999.1948023447767,
cache,63,0.050366255972120494,,43.99880625633523,2774.400962180458,4043.1953247599304,
cache,64,0.04981202107888681,,43.97836005035788,2818.379322230816,4087.175436883699,
cache,65,0.04948333457664207,0.0580057822740995,43.9842898468487,2862.3636120776646,4227.903426604811,
cache,66,0.04869466137003015,,43.92988384095952,2906.293495918624,4271.8352212808095,
cache,67,0.04940173361036512,,43.7770072221756,2950.0705031407997,4315.613918764982,
cache,68,0.04821608243165193,,44.078223747666925,2994.1487268884666,4359.693856978789,
cache,69,0.0488959065190068,,43.97440575296059,3038.123132641427,4403.669994391035,
cache,70,0.04774499381030047,0.05229027225421025,44.01956974994391,3082.142702391371,4543.856197278015,
cache,71,0.04726877477433947,,44.13687971793115,3126.2795821093023,4587.994880973827,
cache,72,0.04782867431640625,,43.83622903237119,3170.1158111416735,4631.832862380892,
cache,73,0.04743529028362698,,45.04838088573888,3215.1641920274124,4676.88296022499,
cache,74,0.04936317382035432,,44.03281306615099,3259.1970050935633,4720.917497924995,
cache,75,0.047084700178217004,0.05401263328698965,43.99671322200447,3303.193718315568,4861.588701225817,
cache,76,0.04739339263350875,,44.011289088986814,3347.2050074045546,4905.601783728693,
cache,77,0.05004451892994068,,44.920783506240696,3392.1257909107953,4950.524247598834,
cache,78,0.05226183820653845,,44.00642681401223,3436.1322177248076,4994.532416479662,
cache,79,0.05018535808280662,,43.93126098904759,3480.063478713855,5038.465419894084,
cache,80,0.049220522244771324,0.04960850798166715,43.95143044227734,3524.0149091561325,5179.224831313826,
cache,81,0.04851491142202307,,43.916365737095475,3567.931274893228,5223.143017600756,
cache,82,0.04587582967899464,,44.035857481881976,3611.96713237511,5267.180612725671,
cache,83,0.0470937865751761,,44.04956302372739,3656.0166953988373,5311.231925451662,
cache,84,0.047537527702472826,,44.126958325039595,3700.143653723877,5355.360757491086,
cache,85,0.0458482857103701,0.04970301573093121,44.08774516405538,3744.2313988879323,5496.2819478698075,
cache,86,0.04459472497304281,,44.06780541688204,3788.2992043048143,5540.351695870049,
cache,87,0.04486356620435362,,43.95716322911903,3832.2563675339334,5584.310556154698,
cache,88,0.0458980401357015,,44.15505381533876,3876.411421349272,5628.4673331249505,
cache,89,0.0461906459596422,,43.868600769899786,3920.280022119172,5672.337681290694,
cache,90,0.04591600320957325,0.0452970747764294,43.68828769912943,3963.9683098183013,5812.807467056904,
cache,91,0.044553551408979625,,44.10113479802385,4008.069444616325,5856.910405264702,
cache,92,0.04391719897588094,,43.887804565019906,4051.957249181345,5900.799915634096,
cache,93,0.04430775509940253,,43.83379370206967,4095.791042883415,5944.635444988031,
cache,94,0.04494101029855234,,44.022608583793044,4139.813651467208,5988.65980638098,
cache,95,0.04474262175736604,0.04313897628050584,43.77203455194831,4183.585686019156,6129.3312810938805,
cache,96,0.04462381645485207,,43.95746860979125,4227.543154628947,6173.290539548732,
cache,97,0.045036004649268255,,44.09942220989615,4271.6425768388435,6217.3917079917155,
cache,98,0.044339023254535814,,44.07712399121374,4315.719700830057,6261.470549924765,
cache,99,0.04426488832191185,,43.90467577101663,4359.624376601074,6305.377013086807,
cache,100,0.043826915599681715,0.04170501346771534,44.09548215707764,4403.7198587581515,6446.305700987112,
smooth,1,0.3917921207569264,0.6924359248234675,44.25187836913392,44.25187836913392,151.63247633865103,0.6243006587028503
smooth,2,0.3080015270798295,,44.45601131813601,88.70788968726993,196.09079356770962,0.62099289894104
smooth,3,0.24503263720759638,,44.15465316083282,132.86254284810275,240.24766989797354,0.6174628138542175
smooth,4,0.2042739567933259,,44.9284130348824,177.79095588298514,285.1783543266356,0.6144406795501709
smooth,5,0.18256826753969546,0.3374473865215595,44.894521966110915,222.68547784909606,426.47666570870206,0.6125476360321045
smooth,6,0.1696781317392985,,44.23364913882688,266.91912698792294,470.71261179680005,0.6115939617156982
smooth,7,0.16076223938553422,,44.00642177136615,310.9255487592891,514.7212810637429,0.6112071871757507
smooth,8,0.1542585602513066,,44.174971415661275,355.10052017495036,558.8984772297554,0.6111024618148804
smooth,9,0.1491861475838555,,44.73756657214835,399.8380867470987,603.6383699909784,0.6111167669296265
smooth,10,0.1446650469744647,0.2850180222437932,44.021084867883474,443.8591716149822,744.387878397014,0.611255943775177
smooth,11,0.14057452148861355,,43.76900330232456,487.62817491730675,788.1592214419506,0.6115666031837463
smooth,12,0.13684315151638454,,44.05627874471247,531.6844536620192,832.2177543849684,0.6120715141296387
smooth,13,0.13328063046490704,,45.03908337606117,576.7235370380804,877.259097088594,0.6128190755844116
smooth,14,0.130096020521941,,44.146338837686926,620.8698758757673,921.4076584298164,0.6138166785240173
smooth,15,0.12718045711517334,0.2519869254185603,44.201248100958765,665.0711239767261,1062.274333302863,0.6150424480438232
smooth,16,0.12400661574469672,,44.134760342072695,709.2058843187988,1106.411419061944,0.616456151008606
smooth,17,0.12192327446407741,,44.84150716802105,754.0473914868198,1151.2551591265947,0.618143618106842
smooth,18,0.11957038331914831,,44.26285742316395,798.3102489099838,1195.5202517146245,0.6199344396591187
smooth,19,0.11775650359966137,,44.09237451571971,842.4026234257035,1239.6150307818316,0.6218993663787842
smooth,20,0.11487674271618878,0.20873732750232404,43.935436884872615,886.3380603105761,1379.8387311287224,0.624138355255127
smooth,21,0.1118529063683969,,44.890111424960196,931.2281717355363,1424.7311448748223,0.6263651847839355
smooth,22,0.10834010442097981,,44.04273649211973,975.270908227656,1468.7760719028302,0.6284956336021423
smooth,23,0.105258548701251,,44.061086831614375,1019.3319950592704,1512.8394070756622,0.630925178527832
smooth,24,0.10354520214928521,,44.05941919144243,1063.3914142507128,1556.9010412460193,0.6334149837493896
smooth,25,0.10088853041330974,0.17142385702866775,44.03005685610697,1107.4214711068198,1697.9912588577718,0.6358039975166321
smooth,26,0.09935084095707646,,43.92772702779621,1151.349198134616,1741.9213020666502,0.6382667422294617
smooth,27,0.09755490885840522,,43.64934788225219,1194.9985460168682,1785.5730037637986,0.6407597064971924
smooth,28,0.09580100907219781,,45.00090015819296,1239.9994461750612,1830.5761137139052,0.6432472467422485
smooth,29,0.09402301576402453,,43.98046150198206,1283.9799076770432,1874.5588216059841,0.6457446813583374
smooth,30,0.09221218250415943,0.15008341349088228,44.74752522492781,1328.727432901971,2016.0375504149124,0.6482447385787964
smooth,31,0.09035757735923484,,44.15916607575491,1372.886598977726,2060.199176613707,0.6507176160812378
smooth,32,0.08868011721858272,,44.052917981985956,1416.939516959712,2104.254299672786,0.6530747413635254
smooth,33,0.08740503699691207,,43.81975154392421,1460.7592685036361,2148.0762828807347,0.6554641723632812
smooth,34,0.08647255544309262,,44.24605677789077,1505.005325281527,2192.3246581978165,0.657832682132721
smooth,35,0.0856535655480844,0.13320273619431716,43.85453996760771,1548.8598652491346,2332.167737207841,0.6603646278381348
smooth,36,0.08477248085869683,,44.20423171995208,1593.0640969690867,2376.3744133417495,0.6628389954566956
smooth,37,0.08376011583540174,,44.05516204889864,1637.1192590179853,2420.4317919649184,0.6654283404350281
smooth,38,0.0821179195686623,,43.97109549632296,1681.0903545143083,2464.4051284575835,0.6679208874702454
smooth,39,0.08079461698178891,,44.70880739344284,1725.799161907751,2509.1161874136887,0.6702114343643188
smooth,40,0.07987443164542869,0.11961431686694805,44.09111332613975,1769.8902752338909,2649.9745304225944,0.6725294589996338
smooth,41,0.07898441508964256,,44.427902485243976,1814.3181777191348,2694.404744555708,0.6748459339141846
smooth,42,0.07819785453655102,,44.5767913213931,1858.894969040528,2738.9839613628574,0.6771928668022156
smooth,43,0.07718700832790798,,44.329990616068244,1903.2249596565962,2783.3161420999095,0.6795121431350708
smooth,44,0.07643055032800745,,44.374731712043285,1947.5996913686395,2827.6930961376056,0.6818243861198425
smooth,45,0.07554794682396783,0.10830485362272996,44.50443373201415,1992.1041251006536,2968.8741928627715,0.684131383895874
smooth,46,0.0749097532696194,,44.3349308623001,2036.4390559629537,3013.211420229636,0.6864314675331116
smooth,47,0.07419251291840165,,44.44647494610399,2080.8855309090577,3057.666904421989,0.6887436509132385
smooth,48,0.07353104043889928,,44.54438752681017,2125.429918435868,3102.2137013035826,0.6910431385040283
smooth,49,0.07280603603080467,,44.4282597983256,2169.8581782341935,3146.6441609337926,0.6933238506317139
smooth,50,0.07208886852970829,0.0989801287651062,44.340726481284946,2214.1989047154784,3287.3944260426797,0.6955751776695251
smooth,51,0.07138220910672788,,44.5377107639797,2258.736615479458,3331.9346008887514,0.6977905035018921
smooth,52,0.07072416499808983,,44.26481698220596,2303.001432461664,3376.2016078718007,0.6999874711036682
smooth,53,0.07007056916201557,,44.461079647764564,2347.4625121094286,3420.6649381378666,0.7021487951278687
smooth,54,0.06945620642768012,,44.33246262092143,2391.79497473035,3464.9996583797038,0.7042996883392334
smooth,55,0.06882900882650304,0.09143649614774264,44.25552570167929,2436.0505004320294,3606.6374091268517,0.7064113616943359
smooth,56,0.06826744256196199,,44.27878195885569,2480.329282390885,3650.918504685629,0.7085195183753967
smooth,57,0.06770222937619244,,44.191412484738976,2524.520694875624,3695.1122159506194,0.7105913758277893
smooth,58,0.06719283925162421,,44.34863702207804,2568.869331897702,3739.4630733667873,0.7126655578613281
smooth,59,0.06666505999035305,,44.258078248240054,2613.127410145942,3783.723351323977,0.7146995067596436
smooth,60,0.0661832226647271,0.08510738152724046,44.228426745161414,2657.3558368911035,3924.3831528457813,0.7167394757270813
smooth,61,0.06568830763852154,,44.51287910155952,2701.868715992663,3968.8983441917226,0.7187336087226868
smooth,62,0.06524170769585504,,44.28067587362602,2746.149391866289,4013.181246768683,0.7207406759262085
smooth,63,0.06478588227872495,,44.194826441816986,2790.344218308106,4057.378325220663,0.7226957082748413
smooth,64,0.06436675345456158,,44.22175388690084,2834.565972195007,4101.602354818955,0.7246729731559753
smooth,65,0.06393881638844807,0.08067572575349075,44.220495868939906,2878.786468063947,4242.3601315859705,0.72658771276474
smooth,66,0.06355673516238178,,44.26830581435934,2923.054773878306,4286.630761072971,0.7285372018814087
smooth,67,0.06315420954315751,,44.15489335404709,2967.2096672323532,4330.787998027634,0.7304121255874634
smooth,68,0.06279551320605808,,44.19401209009811,3011.4036793224514,4374.984224732965,0.7323346734046936
smooth,69,0.06238699400866473,,44.2944269948639,3055.6981063173153,4419.2808908596635,0.7341645359992981
smooth,70,0.06205838256412082,0.07616688654972957,44.249913616105914,3099.948019933421,4560.012296923902,0.7360550761222839
smooth,71,0.06163326899210612,,44.25568476179615,3144.2037046952173,4604.270310982596,0.7378381490707397
smooth,72,0.06133778669216015,,44.382379370741546,3188.586084065959,4648.654940951616,0.7396911978721619
smooth,73,0.06089657986605609,,44.24630155181512,3232.832385617774,4692.90352083277,0.7414300441741943
smooth,74,0.06063006983862983,,44.20045174891129,3277.0328373666853,4737.106235060841,0.7432401776313782
smooth,75,0.060186419222089976,0.07351595392593971,44.534875113051385,3321.5677124797367,4877.974057849031,0.7449387907981873
smooth,76,0.05993651681476169,,44.00002039829269,3365.5677328780293,4921.976399555802,0.7467038631439209
smooth,77,0.05950554653450295,,44.01634914521128,3409.5840820232406,4965.9950486999005,0.7483643889427185
smooth,78,0.05926240152782864,,43.999235157854855,3453.5833171810955,5009.9965028958395,0.7500813007354736
smooth,79,0.0588584476047092,,44.00236040586606,3497.5856775869615,5054.001122784801,0.751706600189209
smooth,80,0.058619541150552255,0.06973302822846633,44.296939952299,3541.8826175392605,5194.906856338959,0.7533779144287109
smooth,81,0.058238724867502846,,43.87807995080948,3585.76069749007,5238.787206826732,0.7549700140953064
smooth,82,0.05799620239822953,,43.951410735026,3629.712108225096,5282.740788638592,0.7565931081771851
smooth,83,0.05765531460444132,,44.06281265290454,3673.7749208780006,5326.805824487936,0.7581559419631958
smooth,84,0.05740667051739163,,43.89163097413257,3717.666551852133,5370.699726033956,0.7597360610961914
smooth,85,0.0570953576653092,0.06771909732085007,43.7017244133167,3761.36827626545,5510.488412239589,0.761268675327301
smooth,86,0.05684208649176138,,43.72987067839131,3805.098146943841,5554.220608149655,0.7628090381622314
smooth,87,0.056554328512262414,,43.89103139610961,3848.9891783399507,5598.113854395691,0.7643083930015564
smooth,88,0.056301924917432994,,43.963204964995384,3892.952383304946,5642.079286450986,0.765811026096344
smooth,89,0.056035103621306245,,43.992117000278085,3936.944500305224,5686.073642018717,0.7672755718231201
smooth,90,0.0557902455329895,0.06521789385722233,43.68427427718416,3980.6287745824084,5825.9053213526495,0.7687424421310425
smooth,91,0.05553719953254417,,43.8776378352195,4024.506412417628,5869.785280367825,0.7701713442802429
smooth,92,0.05528888878998933,,43.823204815387726,4068.3296172330156,5913.610699093901,0.7716029286384583
smooth,93,0.05504889620674981,,43.899878080934286,4112.22949531395,5957.512908113655,0.7729936838150024
smooth,94,0.05481210461369267,,43.94087676797062,4156.1703720819205,6001.455987980589,0.7743906378746033
smooth,95,0.05458002620273166,0.06361424235197213,43.83981040120125,4200.010182483122,6141.314520146698,0.7757415771484375
smooth,96,0.05433160287362558,,43.948105794843286,4243.958288277965,6185.265054509975,0.7771011590957642
smooth,97,0.05408821944837217,,43.95619200216606,4287.914480280131,6229.223436161876,0.7784035801887512
smooth,98,0.053811746614950674,,44.01085002394393,4331.925330304075,6273.236522886902,0.7797141075134277
smooth,99,0.05353599124484592,,43.98232757207006,4375.907657876145,6317.221069346648,0.7809511423110962
smooth,100,0.053233457936180964,0.06106845919902508,44.03863764600828,4419.946295522153,6457.478562955745,0.7821881175041199
