model,arm,epoch,train_mse,val_mse,shared_fraction,shared_mean_lag,compensation_updates_rank0,train_seconds,train_seconds_cumulative,eval_seconds_cumulative
dcrnn,exact,63,0.03226485848426819,,0.0,0.0,,32.79631941020489,2042.8167455438524,811.5185061404482
dcrnn,exact,64,0.032060352740464385,,0.0,0.0,,33.388147023972124,2076.2048925678246,811.5185061404482
dcrnn,exact,65,0.032007833321889244,0.019916559641177837,0.0,0.0,,33.129646520130336,2109.334539087955,874.2893686722964
dcrnn,exact,66,0.03183288706673516,,0.0,0.0,,32.27368400758132,2141.6082230955362,874.2893686722964
dcrnn,exact,67,0.031693996102721604,,0.0,0.0,,32.37786096287891,2173.986084058415,874.2893686722964
dcrnn,exact,68,0.03168902132246229,,0.0,0.0,,33.39851819118485,2207.3846022496,874.2893686722964
dcrnn,exact,69,0.031563895720022696,,0.0,0.0,,32.43128638109192,2239.815888630692,874.2893686722964
dcrnn,exact,70,0.031399808548114916,0.01917616564493913,0.0,0.0,,32.51010535284877,2272.3259939835407,937.7342795063742
dcrnn,exact,71,0.03143597642580668,,0.0,0.0,,32.372724554967135,2304.698718538508,937.7342795063742
dcrnn,exact,72,0.031284208650942204,,0.0,0.0,,32.67297483002767,2337.3716933685355,937.7342795063742
dcrnn,exact,73,0.03115617235501607,,0.0,0.0,,32.564302925020456,2369.935996293556,937.7342795063742
dcrnn,exact,74,0.031051281425688002,,0.0,0.0,,33.408375810831785,2403.3443721043877,937.7342795063742
dcrnn,exact,75,0.03102182348569234,0.017188399457014523,0.0,0.0,,32.48031337372959,2435.8246854781173,999.9058732674457
dcrnn,exact,76,0.030872379188184387,,0.0,0.0,,32.15825123572722,2467.9829367138445,999.9058732674457
dcrnn,exact,77,0.030841087853467022,,0.0,0.0,,32.547724107280374,2500.530660821125,999.9058732674457
dcrnn,exact,78,0.030693388647503324,,0.0,0.0,,33.134999657049775,2533.6656604781747,999.9058732674457
dcrnn,exact,79,0.030655736172640766,,0.0,0.0,,32.10614009574056,2565.7718005739152,999.9058732674457
dcrnn,exact,80,0.030649424703032883,0.016039220759501822,0.0,0.0,,32.472281656228006,2598.2440822301432,1062.679669458419
dcrnn,exact,81,0.030499437340983638,,0.0,0.0,,32.15039118938148,2630.3944734195247,1062.679669458419
dcrnn,exact,82,0.030548394830138596,,0.0,0.0,,33.71451899828389,2664.1089924178086,1062.679669458419
dcrnn,exact,83,0.03040203893626178,,0.0,0.0,,32.47301085200161,2696.5820032698102,1062.679669458419
dcrnn,exact,84,0.0305260905513057,,0.0,0.0,,32.51684979908168,2729.098853068892,1062.679669458419
dcrnn,exact,85,0.03050434258249071,0.014978677607499637,0.0,0.0,,33.33795297611505,2762.436806045007,1125.0997603475116
dcrnn,exact,86,0.030425555176205106,,0.0,0.0,,33.97529569407925,2796.412101739086,1125.0997603475116
dcrnn,exact,87,0.03039938763335899,,0.0,0.0,,33.61221120413393,2830.02431294322,1125.0997603475116
dcrnn,exact,88,0.030252291096581355,,0.0,0.0,,32.347020929679275,2862.3713338728994,1125.0997603475116
dcrnn,exact,89,0.030327650132002653,,0.0,0.0,,32.13374378718436,2894.5050776600838,1125.0997603475116
dcrnn,exact,90,0.030363078470583314,0.014713781957442943,0.0,0.0,,32.240824731998146,2926.745902392082,1187.6863122484647
dcrnn,exact,91,0.030099149103517884,,0.0,0.0,,32.21256679529324,2958.958469187375,1187.6863122484647
dcrnn,exact,92,0.030125833219952054,,0.0,0.0,,32.51012327382341,2991.4685924611986,1187.6863122484647
dcrnn,exact,93,0.029995421568552654,,0.0,0.0,,32.767037875019014,3024.2356303362176,1187.6863122484647
dcrnn,exact,94,0.03016075823042128,,0.0,0.0,,32.27745899185538,3056.513089328073,1187.6863122484647
dcrnn,exact,95,0.03023743187939679,0.013808834438140575,0.0,0.0,,32.66948596294969,3089.1825752910227,1250.0790238888003
dcrnn,exact,96,0.029814170466528997,,0.0,0.0,,32.59251776570454,3121.775093056727,1250.0790238888003
dcrnn,exact,97,0.02986364232169257,,0.0,0.0,,32.89079581806436,3154.6658888747916,1250.0790238888003
dcrnn,exact,98,0.029940778458559955,,0.0,0.0,,32.45202536601573,3187.1179142408073,1250.0790238888003
dcrnn,exact,99,0.029686911238564387,,0.0,0.0,,32.39013460278511,3219.5080488435924,1250.0790238888003
dcrnn,exact,100,0.029696313319382845,0.0132837903041106,0.0,0.0,,32.10378256812692,3251.6118314117193,1312.147862732876
dcrnn,shared_hot+comp,1,0.3037477599249946,0.47756871810326207,0.039586053913552605,0.4721703089841714,0,37.903610069770366,37.903610069770366,68.15757022798061
dcrnn,shared_hot+comp,2,0.21838439835442436,,0.039586053913552605,0.47232647638682884,0,36.30678847571835,74.21039854548872,68.15757022798061
dcrnn,shared_hot+comp,3,0.1742578524130362,,0.039586053913552605,0.4723268429769759,0,37.15563585795462,111.36603440344334,68.15757022798061
dcrnn,shared_hot+comp,4,0.15214049374615704,,0.039586053913552605,0.47232904251785846,0,34.92148203216493,146.28751643560827,68.15757022798061
dcrnn,shared_hot,1,0.3037477599249946,0.47756871810326207,0.039586053913552605,0.4721703089841714,,32.87326509831473,32.87326509831473,61.00332396291196
dcrnn,shared_hot,2,0.21838439835442436,,0.039586053913552605,0.47232647638682884,,30.767451857682317,63.64071695599705,61.00332396291196
dcrnn,shared_hot,3,0.1742578524130362,,0.039586053913552605,0.4723268429769759,,30.774073691107333,94.41479064710438,61.00332396291196
dcrnn,shared_hot,4,0.15214049374615704,,0.039586053913552605,0.47232904251785846,,32.44915852276608,126.86394916987047,61.00332396291196
dcrnn,shared_hot,5,0.13547613002635814,0.25853042419140154,0.039586053913552605,0.47228138579873763,,33.30797795020044,160.1719271200709,124.88449164107442
dcrnn,shared_hot,6,0.12245877142305728,,0.039586053913552605,0.4716046603872218,,33.074941420927644,193.24686854099855,124.88449164107442
dcrnn,shared_hot,7,0.11176921703197339,,0.039586053913552605,0.47079412957202066,,36.27123459381983,229.51810313481838,124.88449164107442
dcrnn,shared_hot,8,0.10277962684631348,,0.039586053913552605,0.47048142817655864,,36.808829540386796,266.32693267520517,124.88449164107442
dcrnn,shared_hot,9,0.09522208019539162,,0.039586053913552605,0.47023031392580655,,34.62664763210341,300.9535803073086,124.88449164107442
dcrnn,shared_hot,10,0.08884153542695222,0.1564999222755432,0.039586053913552605,0.4701525968146249,,36.47899672109634,337.4325770284049,195.24182233028114
dcrnn,shared_hot,11,0.08340822767328333,,0.039586053913552605,0.4702699056616915,,35.98384954407811,373.41642657248303,195.24182233028114
dcrnn,shared_hot,12,0.0787399963096336,,0.039586053913552605,0.4704513677844978,,35.004482738208026,408.42090931069106,195.24182233028114
dcrnn,shared_hot,13,0.07467657989925808,,0.039586053913552605,0.47058187387685946,,33.38144862605259,441.80235793674365,195.24182233028114
dcrnn,shared_hot,14,0.07109504055093836,,0.039586053913552605,0.4706852522983369,,32.24455858580768,474.0469165225513,195.24182233028114
dcrnn,shared_hot,15,0.06790593376866093,0.10775197010773879,0.039586053913552605,0.47075930350804773,,33.351663331035525,507.39857985358685,259.18711531721056
dcrnn,shared_hot,16,0.06503929915251555,,0.039586053913552605,0.4708458187827594,,33.06850590603426,540.4670857596211,259.18711531721056
dcrnn,shared_hot,17,0.06244645516077677,,0.039586053913552605,0.4709305011067357,,33.3668063050136,573.8338920646347,259.18711531721056
dcrnn,shared_hot,18,0.060088157653808594,,0.039586053913552605,0.47102251523365357,,34.51527618570253,608.3491682503372,259.18711531721056
dcrnn,shared_hot,19,0.05793221791585287,,0.039586053913552605,0.4711735503742519,,32.66792864212766,641.0170968924649,259.18711531721056
dcrnn,shared_hot,20,0.05594456195831299,0.07951450118651757,0.039586053913552605,0.4714473932141231,,33.61968971602619,674.6367866084911,322.91351083805785
dcrnn,shared_hot,21,0.05411875910229153,,0.039586053913552605,0.4717648602814972,,33.34025299362838,707.9770396021195,322.91351083805785
dcrnn,shared_hot,22,0.05246668170999597,,0.039586053913552605,0.47200167751651306,,33.09540922706947,741.0724488291889,322.91351083805785
dcrnn,shared_hot,23,0.05103829392680415,,0.039586053913552605,0.4720709630543118,,32.77714386722073,773.8495926964097,322.91351083805785
dcrnn,shared_hot,24,0.04954008482120655,,0.039586053913552605,0.47220146914667344,,33.038393224123865,806.8879859205335,322.91351083805785
dcrnn,shared_hot,25,0.048348707181436044,0.06133298461253826,0.039586053913552605,0.47225022563623553,,33.15151116065681,840.0394970811903,387.2142241979018
dcrnn,shared_hot,26,0.04720992070657236,,0.039586053913552605,0.47224142747270553,,33.4603801057674,873.4998771869577,387.2142241979018
dcrnn,shared_hot,27,0.04615316788355509,,0.039586053913552605,0.47229604940462094,,33.215897041838616,906.7157742287964,387.2142241979018
dcrnn,shared_hot,28,0.04526246697814376,,0.039586053913552605,0.47226965491403095,,33.51451091375202,940.2302851425484,387.2142241979018
dcrnn,shared_hot,29,0.04432745112313165,,0.039586053913552605,0.47225902379976553,,34.53081990312785,974.7611050456762,387.2142241979018
dcrnn,shared_hot,30,0.043413923846350774,0.04967015064679659,0.039586053913552605,0.4722740539957959,,32.93108532577753,1007.6921903714538,451.3890149500221
dcrnn,shared_hot,31,0.04268475373586019,,0.039586053913552605,0.472340406812418,,32.978923168964684,1040.6711135404184,451.3890149500221
dcrnn,shared_hot,32,0.04195314866525156,,0.039586053913552605,0.4723235436656522,,32.81144096003845,1073.482554500457,451.3890149500221
dcrnn,shared_hot,33,0.04141996966467963,,0.039586053913552605,0.472278819667708,,33.029363370966166,1106.511917871423,451.3890149500221
dcrnn,shared_hot,34,0.04081919237419411,,0.039586053913552605,0.47224619314461763,,33.78639733698219,1140.2983152084053,451.3890149500221
dcrnn,shared_hot,35,0.040085298043710214,0.0413189003100762,0.039586053913552605,0.4721956037043201,,34.21268734103069,1174.511002549436,515.2724607042037
dcrnn,shared_hot,36,0.03950045064643577,,0.039586053913552605,0.47230961324006304,,33.410042862873524,1207.9210454123095,515.2724607042037
dcrnn,shared_hot,37,0.039012138490323665,,0.039586053913552605,0.47234004022227094,,32.79080089274794,1240.7118463050574,515.2724607042037
dcrnn,shared_hot,38,0.038612833729496705,,0.039586053913552605,0.4723415065828593,,34.42011011671275,1275.1319564217702,515.2724607042037
dcrnn,shared_hot,39,0.03811583916346232,,0.039586053913552605,0.47234663884491845,,33.34304445097223,1308.4750008727424,515.2724607042037
dcrnn,shared_hot,40,0.03770563006401062,0.03527239079658802,0.039586053913552605,0.4723374740912413,,33.199462314136326,1341.6744631868787,579.5675042434596
dcrnn,shared_hot,41,0.03729029496510824,,0.039586053913552605,0.4723591029099193,,32.79290258605033,1374.467365772929,579.5675042434596
dcrnn,shared_hot,42,0.03698650002479553,,0.039586053913552605,0.4723415065828593,,34.256486327853054,1408.723852100782,579.5675042434596
dcrnn,shared_hot,43,0.03664079087751883,,0.039586053913552605,0.4723433395335947,,33.04138821410015,1441.7652403148822,579.5675042434596
dcrnn,shared_hot,44,0.03632300761010912,,0.039586053913552605,0.4723319752390351,,33.26998629467562,1475.0352266095579,579.5675042434596
dcrnn,shared_hot,45,0.03625490599208408,0.03042844396371108,0.039586053913552605,0.4723081468794747,,33.302732442039996,1508.3379590515979,644.6603394234553
dcrnn,shared_hot,46,0.03577284238956593,,0.039586053913552605,0.47211825318328554,,33.00033055385575,1541.3382896054536,644.6603394234553
dcrnn,shared_hot,47,0.03537118545284978,,0.039586053913552605,0.4722733208155018,,33.76482998766005,1575.1031195931137,644.6603394234553
dcrnn,shared_hot,48,0.035532077153523765,,0.039586053913552605,0.4722835853396201,,33.07119257701561,1608.1743121701293,644.6603394234553
dcrnn,shared_hot,49,0.03520770426149721,,0.039586053913552605,0.47230264802726846,,32.9894735631533,1641.1637857332826,644.6603394234553
dcrnn,shared_hot,50,0.03500262233946058,0.027130490312209495,0.039586053913552605,0.4722898173721205,,33.009419814217836,1674.1732055475004,708.9665704686195
dcrnn,shared_hot,51,0.034890595409605235,,0.039586053913552605,0.4719785823372468,,33.1697758147493,1707.3429813622497,708.9665704686195
dcrnn,shared_hot,52,0.03435489866468641,,0.039586053913552605,0.47173516647958347,,33.48371716681868,1740.8266985290684,708.9665704686195
dcrnn,shared_hot,53,0.03414540931030556,,0.039586053913552605,0.4723462722547713,,33.45146606396884,1774.2781645930372,708.9665704686195
dcrnn,shared_hot,54,0.034084569524835656,,0.039586053913552605,0.4723180448134459,,34.578235486056656,1808.8564000790939,708.9665704686195
dcrnn,shared_hot,55,0.03392394604506316,0.02405201357144576,0.039586053913552605,0.47234480589418304,,33.1822992018424,1842.0386992809363,774.3525755307637
dcrnn,shared_hot,56,0.03357337691165783,,0.039586053913552605,0.4722487592756472,,33.35932401986793,1875.3980233008042,774.3525755307637
dcrnn,shared_hot,57,0.03335949226661965,,0.039586053913552605,0.47233894045182967,,33.52348344726488,1908.921506748069,774.3525755307637
dcrnn,shared_hot,58,0.03332069626560918,,0.039586053913552605,0.47232244389521094,,33.505243393126875,1942.426750141196,774.3525755307637
dcrnn,shared_hot,59,0.03301488470148157,,0.039586053913552605,0.4723297756981526,,32.455362532287836,1974.8821126734838,774.3525755307637
dcrnn,shared_hot,60,0.032814969619115196,0.024297402455256537,0.039586053913552605,0.47232024435432846,,32.70309465704486,2007.5852073305286,837.5597712500021
dcrnn,shared_hot,61,0.033057747063813384,,0.039586053913552605,0.47231071301050426,,32.93490232992917,2040.5201096604578,837.5597712500021
dcrnn,shared_hot,62,0.0325294468137953,,0.039586053913552605,0.472261223340648,,32.982074670959264,2073.502184331417,837.5597712500021
dcrnn,shared_hot,63,0.03236813015407986,,0.039586053913552605,0.4723286759277114,,32.96125668194145,2106.4634410133585,837.5597712500021
dcrnn,shared_hot,64,0.03212642780056706,,0.039586053913552605,0.4723246434360934,,34.44054324505851,2140.903984258417,837.5597712500021
dcrnn,shared_hot,65,0.0320351830235234,0.01992018291583428,0.039586053913552605,0.4723239102557993,,33.397159681189805,2174.301143939607,901.0801653438248
dcrnn,shared_hot,66,0.031794729056181734,,0.039586053913552605,0.4723180448134459,,33.684102951548994,2207.985246891156,901.0801653438248
dcrnn,shared_hot,67,0.03171901901563009,,0.039586053913552605,0.4723041143878568,,33.17133438726887,2241.1565812784247,901.0801653438248
dcrnn,shared_hot,68,0.03162720357930219,,0.039586053913552605,0.472305214158298,,33.910387305077165,2275.066968583502,901.0801653438248
dcrnn,shared_hot,69,0.03149700495931837,,0.039586053913552605,0.4722868846509439,,32.380151886027306,2307.447120469529,901.0801653438248
dcrnn,shared_hot,70,0.03149663850113198,0.018481768667697906,0.039586053913552605,0.47228248556917884,,32.322683749720454,2339.7698042192496,963.5221880325116
dcrnn,shared_hot,71,0.03136239007667259,,0.039586053913552605,0.4722835853396201,,32.553683139849454,2372.323487359099,963.5221880325116
dcrnn,shared_hot,72,0.031234725757881446,,0.039586053913552605,0.4722645226519718,,32.70190996583551,2405.0253973249346,963.5221880325116
dcrnn,shared_hot,73,0.03118553536909598,,0.039586053913552605,0.4721978032452026,,32.7384546850808,2437.7638520100154,963.5221880325116
dcrnn,shared_hot,74,0.031104712574570266,,0.039586053913552605,0.4722132000313801,,32.603413867298514,2470.367265877314,963.5221880325116
dcrnn,shared_hot,75,0.030908314166245638,0.018261416600300714,0.039586053913552605,0.4721897382619668,,32.30125903291628,2502.66852491023,1026.98761784425
dcrnn,shared_hot,76,0.03093249488759924,,0.039586053913552605,0.47218827190137846,,34.30550202028826,2536.9740269305184,1026.98761784425
dcrnn,shared_hot,77,0.030881654333185266,,0.039586053913552605,0.4721912046225551,,33.17636514920741,2570.150392079726,1026.98761784425
dcrnn,shared_hot,78,0.03080363185317428,,0.039586053913552605,0.47216994239402427,,33.92285226890817,2604.073244348634,1026.98761784425
dcrnn,shared_hot,79,0.030616188490832294,,0.039586053913552605,0.4721541790176997,,32.23056590883061,2636.3038102574646,1026.98761784425
dcrnn,shared_hot,80,0.030645487485108553,0.016624576770342313,0.039586053913552605,0.4721519794768172,,32.001733736135066,2668.3055439935997,1089.7650071680546
dcrnn,shared_hot,81,0.03058176901605394,,0.039586053913552605,0.4721607776403472,,33.70324125699699,2702.0087852505967,1089.7650071680546
dcrnn,shared_hot,82,0.03050784049210725,,0.039586053913552605,0.4721497799359347,,32.31069078668952,2734.319476037286,1089.7650071680546
dcrnn,shared_hot,83,0.030390463493488454,,0.039586053913552605,0.4721076220690201,,32.62018678383902,2766.9396628211252,1089.7650071680546
dcrnn,shared_hot,84,0.030398888720406428,,0.039586053913552605,0.4721277845271097,,32.4133145310916,2799.352977352217,1089.7650071680546
dcrnn,shared_hot,85,0.030405493798079313,0.015023982868744777,0.039586053913552605,0.47209955708578427,,32.69493273179978,2832.0479100840166,1152.574926758185
dcrnn,shared_hot,86,0.030223328758169105,,0.039586053913552605,0.47208892597151886,,32.77895507309586,2864.8268651571125,1152.574926758185
dcrnn,shared_hot,87,0.03015859149120472,,0.039586053913552605,0.47200607659827803,,33.04023990826681,2897.8671050653793,1152.574926758185
dcrnn,shared_hot,88,0.030097748394365662,,0.039586053913552605,0.4720427356129864,,32.58865573909134,2930.4557608044706,1152.574926758185
dcrnn,shared_hot,89,0.030152451109003137,,0.039586053913552605,0.47205666603857555,,32.38583084009588,2962.8415916445665,1152.574926758185
dcrnn,shared_hot,90,0.030232218680558382,0.014599964022636414,0.039586053913552605,0.4720647310218114,,34.591144017875195,2997.4327356624417,1215.952079241164
dcrnn,shared_hot,91,0.030048694875505235,,0.039586053913552605,0.4720731625951943,,32.87594052636996,3030.3086761888117,1215.952079241164
dcrnn,shared_hot,92,0.029960913790596858,,0.039586053913552605,0.4720709630543118,,32.965017918962985,3063.2736941077746,1215.952079241164
dcrnn,shared_hot,93,0.029922955565982394,,0.039586053913552605,0.4720738957754885,,32.4889912661165,3095.762685373891,1215.952079241164
dcrnn,shared_hot,94,0.029894131201284903,,0.039586053913552605,0.47206839692328223,,32.612811925821006,3128.375497299712,1215.952079241164
dcrnn,shared_hot,95,0.02988794445991516,0.015329735210308662,0.039586053913552605,0.4720599653498993,,32.837101347744465,3161.2125986474566,1280.6285523748957
dcrnn,shared_hot,96,0.029785705937279597,,0.039586053913552605,0.4720731625951943,,33.06018833583221,3194.272786983289,1280.6285523748957
dcrnn,shared_hot,97,0.02958336141374376,,0.039586053913552605,0.4720295383676914,,33.57477698335424,3227.847563966643,1280.6285523748957
dcrnn,shared_hot,98,0.029732778116508766,,0.039586053913552605,0.4719954454840126,,32.44428635807708,3260.29185032472,1280.6285523748957
dcrnn,shared_hot,99,0.029777918700818664,,0.039586053913552605,0.47203247108886803,,32.44963449705392,3292.741484821774,1280.6285523748957
dcrnn,shared_hot,100,0.029664027470129507,0.013128441686813649,0.039586053913552605,0.47190049863591804,,32.35585149284452,3325.0973363146186,1342.1782167078927
gconv_gru,exact,1,0.393273636146828,0.7304156009967511,0.0,0.0,,33.16790725896135,33.16790725896135,63.25257697980851
gconv_gru,exact,2,0.3139940544410988,,0.0,0.0,,29.734118985012174,62.90202624397352,63.25257697980851
gconv_gru,exact,3,0.2506691614786784,,0.0,0.0,,29.878102553077042,92.78012879705057,63.25257697980851
gconv_gru,exact,4,0.21128165280377423,,0.0,0.0,,31.145104208029807,123.92523300508037,63.25257697980851
gconv_gru,exact,5,0.18906722245392976,0.3610902749575101,0.0,0.0,,31.218433250207454,155.14366625528783,129.35108992550522
gconv_gru,exact,6,0.17543539294490107,,0.0,0.0,,30.9455003910698,186.08916664635763,129.35108992550522
gconv_gru,exact,7,0.1649631041067618,,0.0,0.0,,31.102749505080283,217.1919161514379,129.35108992550522
gconv_gru,exact,8,0.14623718791537815,,0.0,0.0,,31.766341337002814,248.95825748844072,129.35108992550522
gconv_gru,exact,9,0.13448766425803857,,0.0,0.0,,32.63889893004671,281.59715641848743,129.35108992550522
gconv_gru,exact,10,0.12913666831122506,0.25292722995464617,0.0,0.0,,32.11028297524899,313.7074393937364,193.14317981386557
gconv_gru,exact,11,0.12469369835323757,,0.0,0.0,,29.545825941953808,343.25326533569023,193.14317981386557
gconv_gru,exact,12,0.12025950131592927,,0.0,0.0,,29.217540974728763,372.470806310419,193.14317981386557
gconv_gru,exact,13,0.1166515482796563,,0.0,0.0,,29.96069907816127,402.43150538858026,193.14317981386557
gconv_gru,exact,14,0.11300941749855324,,0.0,0.0,,29.483345207758248,431.9148505963385,193.14317981386557
gconv_gru,exact,15,0.10960546246281376,0.2067167850641104,0.0,0.0,,29.77666231431067,461.6915129106492,256.5385599238798
gconv_gru,exact,16,0.106308001059073,,0.0,0.0,,29.349160294048488,491.04067320469767,256.5385599238798
gconv_gru,exact,17,0.10349363309365732,,0.0,0.0,,29.07506697997451,520.1157401846722,256.5385599238798
