model,arm,epoch,train_mse,val_mse,train_seconds,train_seconds_cumulative,eval_seconds_cumulative,wall_seconds,gamma,gamma_effective,hot_mean_lag,cold_mean_lag,stale_nonzero_increment_rows
dcrnn,exact,46,0.035835472521958525,,30.530615590978414,1405.265205534175,603.2564575034194,2013.9974874970503,,,0.0,0.0,0
dcrnn,exact,47,0.03563947810067071,,30.533435041084886,1435.79864057526,603.2564575034194,2044.531744739972,,,0.0,0.0,0
dcrnn,exact,48,0.03544834145793208,,31.673811341635883,1467.4724519168958,603.2564575034194,2076.206247742288,,,0.0,0.0,0
dcrnn,exact,49,0.03549474146631029,,30.43963465699926,1497.912086573895,603.2564575034194,2106.6466275830753,,,0.0,0.0,0
dcrnn,exact,50,0.0349088587142803,0.027215540409088135,30.113461572211236,1528.0255481461063,663.5933360275812,2197.0987517782487,,,0.0,0.0,0
dcrnn,exact,51,0.03465967597784819,,30.310004464816302,1558.3355526109226,663.5933360275812,2227.4094705819152,,,0.0,0.0,0
dcrnn,exact,52,0.03417761237533004,,30.174485091120005,1588.5100377020426,663.5933360275812,2257.584652852267,,,0.0,0.0,0
dcrnn,exact,53,0.034161405430899724,,30.390285117086023,1618.9003228191286,663.5933360275812,2287.975824851077,,,0.0,0.0,0
dcrnn,exact,54,0.03373564393432052,,30.351930474862456,1649.252253293991,663.5933360275812,2318.328440281097,,,0.0,0.0,0
dcrnn,exact,55,0.03349716575057418,0.024316819814535286,30.135893644299358,1679.3881469382904,722.9051493806764,2407.777928851079,,,0.0,0.0,0
dcrnn,exact,56,0.03341219049912912,,30.353433073032647,1709.741580011323,722.9051493806764,2438.1323398272507,,,0.0,0.0,0
dcrnn,exact,57,0.03317712744077047,,30.142577172257006,1739.88415718358,722.9051493806764,2468.2756090820767,,,0.0,0.0,0
dcrnn,exact,58,0.03301577325220461,,30.22443372476846,1770.1085909083486,722.9051493806764,2498.5007499139756,,,0.0,0.0,0
dcrnn,exact,59,0.03291348726661117,,30.150851742364466,1800.259442650713,722.9051493806764,2528.6525189080276,,,0.0,0.0,0
dcrnn,exact,60,0.03270619224618982,0.02207534359051631,30.289253648370504,1830.5486962990835,782.0685647209175,2618.10690200096,,,0.0,0.0,0
dcrnn,exact,61,0.03262319277834009,,30.329357238020748,1860.8780535371043,782.0685647209175,2648.4370450773276,,,0.0,0.0,0
dcrnn,exact,62,0.03243708058639809,,30.236586443148553,1891.1146399802528,782.0685647209175,2678.674310636241,,,0.0,0.0,0
dcrnn,exact,63,0.032320603176399516,,30.08576238108799,1921.2004023613408,782.0685647209175,2708.7608125130646,,,0.0,0.0,0
dcrnn,exact,64,0.03224038857000845,,30.290999818127602,1951.4914021794684,782.0685647209175,2739.0525704142638,,,0.0,0.0,0
dcrnn,exact,65,0.032063425691039475,0.01985906408383296,31.580991838593036,1983.0723940180615,841.8046224471182,2830.3715770170093,,,0.0,0.0,0
dcrnn,exact,66,0.03190246445161325,,30.603268167935312,2013.6756621859968,841.8046224471182,2860.975591900293,,,0.0,0.0,0
dcrnn,exact,67,0.03186673367464984,,31.61258260626346,2045.2882447922602,841.8046224471182,2892.5889189150184,,,0.0,0.0,0
dcrnn,exact,68,0.03176533955114859,,30.090668085962534,2075.3789128782228,841.8046224471182,2922.680406362284,,,0.0,0.0,0
dcrnn,exact,69,0.03150395221180386,,30.221000419929624,2105.5999132981524,841.8046224471182,2952.9021048219875,,,0.0,0.0,0
dcrnn,exact,70,0.031570484240849815,0.019119437497395735,30.409039619844407,2136.008952917997,901.0403443248942,3042.5487874839455,,,0.0,0.0,0
dcrnn,exact,71,0.03148173513235869,,30.42397486511618,2166.432927783113,901.0403443248942,3072.9737402400933,,,0.0,0.0,0
dcrnn,exact,72,0.0313284573731599,,30.186834124848247,2196.619761907961,901.0403443248942,3103.1612204499543,,,0.0,0.0,0
dcrnn,exact,73,0.03125917359634682,,30.3565565450117,2226.976318452973,901.0403443248942,3133.5185896041803,,,0.0,0.0,0
dcrnn,exact,74,0.03127693578048989,,30.555297608021647,2257.5316160609946,901.0403443248942,3164.074658703059,,,0.0,0.0,0
dcrnn,exact,75,0.031154125928878784,0.017109824487796195,30.361524594947696,2287.8931406559423,960.4184198179282,3253.8159779543057,,,0.0,0.0,0
dcrnn,exact,76,0.03101402410754451,,30.107475951313972,2318.0006166072562,960.4184198179282,3283.9241967401467,,,0.0,0.0,0
dcrnn,exact,77,0.030834341490710224,,30.332795192021877,2348.333411799278,960.4184198179282,3314.257933150977,,,0.0,0.0,0
dcrnn,exact,78,0.030864218870798748,,30.32330801896751,2378.6567198182456,960.4184198179282,3344.5819957479835,,,0.0,0.0,0
dcrnn,exact,79,0.030812052664933382,,30.54040656425059,2409.197126382496,960.4184198179282,3375.1259632869624,,,0.0,0.0,0
dcrnn,exact,80,0.03076985368022212,0.01685751286836771,30.555186957120895,2439.752313339617,1021.0432125367224,3466.3102625031024,,,0.0,0.0,0
dcrnn,exact,81,0.030719574954774644,,30.3127347570844,2470.0650480967015,1021.0432125367224,3496.6237180163153,,,0.0,0.0,0
dcrnn,exact,82,0.030477530426449247,,30.28065164294094,2500.3456997396424,1021.0432125367224,3526.905109633226,,,0.0,0.0,0
dcrnn,exact,83,0.030441798545696116,,30.38256842410192,2530.7282681637444,1021.0432125367224,3557.288602232933,,,0.0,0.0,0
dcrnn,exact,84,0.030455981139783508,,30.274442499037832,2561.002710662782,1021.0432125367224,3587.5637989901006,,,0.0,0.0,0
dcrnn,exact,85,0.030451324250963,0.01652623197207084,31.498749664984643,2592.501460327767,1080.2390756425448,3678.2603555950336,,,0.0,0.0,0
dcrnn,exact,86,0.030459270433143334,,30.349423408973962,2622.850883736741,1080.2390756425448,3708.6107191122137,,,0.0,0.0,0
dcrnn,exact,87,0.030197836734630442,,30.314283473882824,2653.1651672106236,1080.2390756425448,3738.9256688812748,,,0.0,0.0,0
dcrnn,exact,88,0.030449902569806134,,30.31852033501491,2683.4836875456385,1080.2390756425448,3769.244941550307,,,0.0,0.0,0
dcrnn,exact,89,0.03013616579550284,,30.313824464101344,2713.79751200974,1080.2390756425448,3799.559635173995,,,0.0,0.0,0
dcrnn,exact,90,0.030020259044788503,0.01483067526267125,30.44822920905426,2744.245741218794,1139.579093129374,3889.3496376993135,,,0.0,0.0,0
dcrnn,exact,91,0.03017515606350369,,30.211497899144888,2774.457239117939,1139.579093129374,3919.561887929216,,,0.0,0.0,0
dcrnn,exact,92,0.030052924597704853,,30.406130590941757,2804.863369708881,1139.579093129374,3949.9689857470803,,,0.0,0.0,0
dcrnn,exact,93,0.029802811366540415,,29.966632057912648,2834.8300017667934,1139.579093129374,3979.936306266114,,,0.0,0.0,0
dcrnn,exact,94,0.02992824051115248,,30.36361382389441,2865.193615590688,1139.579093129374,4010.3024999662302,,,0.0,0.0,0
dcrnn,exact,95,0.02973775068918864,0.013512240006373478,30.16338479379192,2895.3570003844798,1198.3411490935832,4099.229792777915,,,0.0,0.0,0
dcrnn,exact,96,0.02987635577166522,,31.421966158319265,2926.778966542799,1198.3411490935832,4130.652542243246,,,0.0,0.0,0
dcrnn,exact,97,0.029791080289416842,,30.27144154906273,2957.0504080918618,1198.3411490935832,4160.924668109976,,,0.0,0.0,0
dcrnn,exact,98,0.029694593615002103,,30.14649487193674,2987.1969029637985,1198.3411490935832,4191.072088066954,,,0.0,0.0,0
dcrnn,exact,99,0.0299846938362828,,30.127006351016462,3017.323909314815,1198.3411490935832,4221.199802293908,,,0.0,0.0,0
dcrnn,exact,100,0.030088131074552184,0.013479121602498569,30.270415643695742,3047.5943249585107,1258.5229726065882,4311.6539779021405,,,0.0,0.0,0
gconv_gru,exact,1,0.393273636146828,0.7304156376765325,30.48369369423017,30.48369369423017,58.07119694817811,91.77093553682789,,,0.0,0.0,0
gconv_gru,exact,2,0.3139940721017343,,26.809160594828427,57.292854289058596,58.07119694817811,118.58650025492534,,,0.0,0.0,0
gconv_gru,exact,3,0.2506691614786784,,26.301080676726997,83.59393496578559,58.07119694817811,144.88841631496325,,,0.0,0.0,0
gconv_gru,exact,4,0.21128165280377423,,26.202705898787826,109.79664086457342,58.07119694817811,171.0918884719722,,,0.0,0.0,0
gconv_gru,exact,5,0.18906722245392976,0.3610902749575101,26.301765576936305,136.09840644150972,115.62258036620915,254.94680733885616,,,0.0,0.0,0
gconv_gru,exact,6,0.17543539294490107,,26.679057089146227,162.77746353065595,115.62258036620915,281.6265995167196,,,0.0,0.0,0
gconv_gru,exact,7,0.1649631041067618,,26.44150403374806,189.218967564404,115.62258036620915,308.06884660199285,,,0.0,0.0,0
gconv_gru,exact,8,0.14623717466990152,,26.364594651851803,215.5835622162558,115.62258036620915,334.4341303850524,,,0.0,0.0,0
gconv_gru,exact,9,0.1344876730883563,,26.177831310778856,241.76139352703467,115.62258036620915,360.6125984750688,,,0.0,0.0,0
gconv_gru,exact,10,0.12913666831122506,0.25292722995464617,26.32088689180091,268.0822804188356,173.04160420922562,444.35416889889166,,,0.0,0.0,0
gconv_gru,exact,11,0.12469369835323757,,26.729744931217283,294.81202535005286,173.04160420922562,471.08458115300164,,,0.0,0.0,0
gconv_gru,exact,12,0.12025950131592927,,26.261665128171444,321.0736904782243,173.04160420922562,497.34693664778024,,,0.0,0.0,0
gconv_gru,exact,13,0.1166515482796563,,26.160223910119385,347.2339143883437,173.04160420922562,523.5077715758234,,,0.0,0.0,0
gconv_gru,exact,14,0.11300941749855324,,26.31769255315885,373.55160694150254,173.04160420922562,549.8261786247604,,,0.0,0.0,0
gconv_gru,exact,15,0.10960546246281376,0.20671676672421968,26.194912806153297,399.74651974765584,229.86514758924022,632.8462850628421,,,0.0,0.0,0
gconv_gru,exact,16,0.106308001059073,,26.525157792959362,426.2716775406152,229.86514758924022,659.3721268009394,,,0.0,0.0,0
gconv_gru,exact,17,0.10349364633913394,,26.581545936875045,452.85322347749025,229.86514758924022,685.954528010916,,,0.0,0.0,0
gconv_gru,exact,18,0.10084429493656864,,26.27336886478588,479.1265923422761,229.86514758924022,712.2284798957407,,,0.0,0.0,0
gconv_gru,exact,19,0.09803718990749782,,26.27195164980367,505.3985439920798,229.86514758924022,738.5010739890859,,,0.0,0.0,0
gconv_gru,exact,20,0.0957323533517343,0.17405296289003813,26.317727956920862,531.7162719490007,286.76118408329785,821.7202240079641,,,0.0,0.0,0
gconv_gru,exact,21,0.09308726257748073,,27.498127579223365,559.214399528224,286.76118408329785,849.2190151256509,,,0.0,0.0,0
gconv_gru,exact,22,0.0911971198187934,,26.547490119934082,585.7618896481581,286.76118408329785,875.7671402860433,,,0.0,0.0,0
gconv_gru,exact,23,0.0887217433364303,,26.20680552488193,611.96869517304,286.76118408329785,901.9745987919159,,,0.0,0.0,0
gconv_gru,exact,24,0.08684723465530961,,26.169250877108425,638.1379460501485,286.76118408329785,928.1444874107838,,,0.0,0.0,0
gconv_gru,exact,25,0.08515411836129648,0.14795400087650007,26.309372873976827,664.4473189241253,343.49888655217364,1011.1932989917696,,,0.0,0.0,0
gconv_gru,exact,26,0.08297006730680112,,26.30074808606878,690.7480670101941,343.49888655217364,1037.4946970450692,,,0.0,0.0,0
gconv_gru,exact,27,0.0815328801119769,,26.12912167608738,716.8771886862814,343.49888655217364,1063.6244136039168,,,0.0,0.0,0
gconv_gru,exact,28,0.08023916791986536,,26.47827517706901,743.3554638633505,343.49888655217364,1090.1034154416993,,,0.0,0.0,0
gconv_gru,exact,29,0.0788865707538746,,26.24262037081644,769.5980842341669,343.49888655217364,1116.3466277727857,,,0.0,0.0,0
gconv_gru,exact,30,0.07772681006678829,0.13015747987307036,26.245409150142223,795.8434933843091,400.28746942803264,1199.3823892977089,,,0.0,0.0,0
gconv_gru,exact,31,0.0764372569543344,,26.446930759120733,822.2904241434298,400.28746942803264,1225.8299627099186,,,0.0,0.0,0
gconv_gru,exact,32,0.07492536968655056,,26.34000114025548,848.6304252836853,400.28746942803264,1252.1705399029888,,,0.0,0.0,0
gconv_gru,exact,33,0.07368500585909243,,26.2933685220778,874.9237938057631,400.28746942803264,1278.464533871971,,,0.0,0.0,0
gconv_gru,exact,34,0.07296442323260838,,26.45624235412106,901.3800361598842,400.28746942803264,1304.92145943176,,,0.0,0.0,0
gconv_gru,exact,35,0.07276438342200385,0.11528514440243061,26.38683224376291,927.7668684036471,457.0139101683162,1388.036442482844,,,0.0,0.0,0
gconv_gru,exact,36,0.07107685892670243,,26.448635138571262,954.2155035422184,457.0139101683162,1414.4858171576634,,,0.0,0.0,0
gconv_gru,exact,37,0.06984681553310818,,26.216847196687013,980.4323507389054,457.0139101683162,1440.7032328518108,,,0.0,0.0,0
gconv_gru,exact,38,0.06903743964654428,,26.239860084839165,1006.6722108237445,457.0139101683162,1466.9437163118273,,,0.0,0.0,0
gconv_gru,exact,39,0.06757640176349217,,26.22204681392759,1032.8942576376721,457.0139101683162,1493.1664525759406,,,0.0,0.0,0
gconv_gru,exact,40,0.06695003200460363,0.10204664560464713,26.352589407004416,1059.2468470446765,514.1112811793573,1576.6181541937403,,,0.0,0.0,0
gconv_gru,exact,41,0.0656877182148121,,26.31978325592354,1085.5666303006,514.1112811793573,1602.9386323359795,,,0.0,0.0,0
gconv_gru,exact,42,0.06443736950556438,,26.372096389066428,1111.9387266896665,514.1112811793573,1629.3114872630686,,,0.0,0.0,0
gconv_gru,exact,43,0.06375213905617043,,28.838291339110583,1140.777018028777,514.1112811793573,1658.1504626399837,,,0.0,0.0,0
gconv_gru,exact,44,0.06272357702255249,,26.62800784688443,1167.4050258756615,514.1112811793573,1684.7792884348892,,,0.0,0.0,0
gconv_gru,exact,45,0.062435139108587195,0.0909524468275217,26.46277730865404,1193.8678031843156,571.8688127603382,1769.001302964054,,,0.0,0.0,0
gconv_gru,exact,46,0.06143914328681098,,26.60680992761627,1220.4746131119318,571.8688127603382,1795.608813222032,,,0.0,0.0,0
gconv_gru,exact,47,0.06080266502168444,,26.41111390432343,1246.8857270162553,571.8688127603382,1822.020697762724,,,0.0,0.0,0
gconv_gru,exact,48,0.05988013302838361,,26.342543063685298,1273.2282700799406,571.8688127603382,1848.363881254103,,,0.0,0.0,0
gconv_gru,exact,49,0.05897070743419506,,26.41105613298714,1299.6393262129277,571.8688127603382,1874.7756114699878,,,0.0,0.0,0
gconv_gru,exact,50,0.05817249748441908,0.08024822290127094,26.40021515917033,1326.039541372098,629.0203758194111,1958.3290818310343,,,0.0,0.0,0
gconv_gru,exact,51,0.057184718273304125,,26.470916755963117,1352.5104581280611,629.0203758194111,1984.800637640059,,,0.0,0.0,0
gconv_gru,exact,52,0.056926230589548744,,26.51609465200454,1379.0265527800657,629.0203758194111,2011.3174186390825,,,0.0,0.0,0
gconv_gru,exact,53,0.05691642672927291,,26.623635379597545,1405.6501881596632,629.0203758194111,2037.941730522085,,,0.0,0.0,0
gconv_gru,exact,54,0.05542822458125927,,26.34613460302353,1431.9963227626868,629.0203758194111,2064.2885531880893,,,0.0,0.0,0
gconv_gru,exact,55,0.05523485607571072,0.07311668075048007,26.470622667111456,1458.4669454297982,686.2268934785388,2147.9675621110946,,,0.0,0.0,0
gconv_gru,exact,56,0.05513917958294904,,26.4934104019776,1484.9603558317758,686.2268934785388,2174.46163376607,,,0.0,0.0,0
gconv_gru,exact,57,0.05359473051848235,,26.452218737918884,1511.4125745696947,686.2268934785388,2200.9145463770255,,,0.0,0.0,0
gconv_gru,exact,58,0.053372619328675444,,26.52552461018786,1537.9380991798826,686.2268934785388,2227.4408845109865,,,0.0,0.0,0
gconv_gru,exact,59,0.052872026408160175,,26.58339803898707,1564.5214972188696,686.2268934785388,2254.0273305648006,,,0.0,0.0,0
gconv_gru,exact,60,0.05271683798895942,0.07029775472787711,26.67911967402324,1591.2006168928929,743.4308978957124,2337.9123549559154,,,0.0,0.0,0
gconv_gru,exact,61,0.05270454618665907,,26.80190727720037,1618.0025241700932,743.4308978957124,2364.715010459069,,,0.0,0.0,0
gconv_gru,exact,62,0.052606973383161754,,26.41718721576035,1644.4197113858536,743.4308978957124,2391.132861333899,,,0.0,0.0,0
gconv_gru,exact,63,0.051985325636687105,,26.43090615933761,1670.8506175451912,743.4308978957124,2417.5671124788933,,,0.0,0.0,0
gconv_gru,exact,64,0.05041157757794416,,26.464249179232866,1697.314866724424,743.4308978957124,2444.031994552817,,,0.0,0.0,0
gconv_gru,exact,65,0.05250287939001013,0.07201114296913147,28.945776409935206,1726.2606431343593,800.3834493667819,2529.931056414731,,,0.0,0.0,0
gconv_gru,exact,66,0.05121148957146539,,26.532345537096262,1752.7929886714555,800.3834493667819,2556.46422133781,,,0.0,0.0,0
gconv_gru,exact,67,0.05021690660052829,,26.837363641243428,1779.630352312699,800.3834493667819,2583.3022395488806,,,0.0,0.0,0
gconv_gru,exact,68,0.05202585017239606,,26.553363339975476,1806.1837156526744,800.3834493667819,2609.856254827697,,,0.0,0.0,0
gconv_gru,exact,69,0.052200255570588286,,26.41640891926363,1832.600124571938,800.3834493667819,2636.2734001320787,,,0.0,0.0,0
gconv_gru,exact,70,0.05171318407411928,0.0583801086132343,26.469582858961076,1859.0697074308991,857.5829499247484,2719.9442607066594,,,0.0,0.0,0
gconv_gru,exact,71,0.049724863635169134,,26.37991812080145,1885.4496255517006,857.5829499247484,2746.3248912040144,,,0.0,0.0,0
gconv_gru,exact,72,0.048181754571420175,,26.61950787808746,1912.069133429788,857.5829499247484,2772.945157378912,,,0.0,0.0,0
gconv_gru,exact,73,0.047350547931812426,,26.74519618228078,1938.8143296120688,857.5829499247484,2799.6909902547486,,,0.0,0.0,0
gconv_gru,exact,74,0.04820148370884083,,26.489715040661395,1965.3040446527302,857.5829499247484,2826.181524632033,,,0.0,0.0,0
gconv_gru,exact,75,0.049331371430997493,0.05263231580074017,26.515284114982933,1991.8193287677132,914.6649705856107,2909.7805752749555,,,0.0,0.0,0
gconv_gru,exact,76,0.04625200783764875,,26.599452507682145,2018.4187812753953,914.6649705856107,2936.3807291770354,,,0.0,0.0,0
gconv_gru,exact,77,0.04575231560954341,,26.435176046099514,2044.8539573214948,914.6649705856107,2962.8165137916803,,,0.0,0.0,0
gconv_gru,exact,78,0.04649367155852141,,26.627698611002415,2071.4816559324972,914.6649705856107,2989.4448515749536,,,0.0,0.0,0
gconv_gru,exact,79,0.04602763387891981,,26.71332149533555,2098.194977427833,914.6649705856107,3016.1589766279794,,,0.0,0.0,0
gconv_gru,exact,80,0.045921511120266385,0.0512544558598445,26.559692432638258,2124.754669860471,972.0626073745079,3100.1180579289794,,,0.0,0.0,0
gconv_gru,exact,81,0.045534765278851544,,26.602264816872776,2151.356934677344,972.0626073745079,3126.720977024641,,,0.0,0.0,0
gconv_gru,exact,82,0.045228026531360765,,26.41806127410382,2177.7749959514476,972.0626073745079,3153.139851013664,,,0.0,0.0,0
gconv_gru,exact,83,0.04635489428484881,,26.336946377996355,2204.111942329444,972.0626073745079,3179.477452074643,,,0.0,0.0,0
gconv_gru,exact,84,0.04558639835428308,,26.821311408653855,2230.933253738098,972.0626073745079,3206.2994525176473,,,0.0,0.0,0
gconv_gru,exact,85,0.04464820800004182,0.04632801505235525,26.648463026154786,2257.5817167642526,1031.4359957086854,3292.3230278328992,,,0.0,0.0,0
gconv_gru,exact,86,0.04616029836513378,,26.58849366288632,2284.170210427139,1031.4359957086854,3318.912218019832,,,0.0,0.0,0
gconv_gru,exact,87,0.04624668757120768,,26.425419064238667,2310.5956294913776,1031.4359957086854,3345.3383615119383,,,0.0,0.0,0
gconv_gru,exact,88,0.04846479274608471,,26.428625356871635,2337.0242548482493,1031.4359957086854,3371.7676054206677,,,0.0,0.0,0
gconv_gru,exact,89,0.04759393577222471,,26.4443845693022,2363.4686394175515,1031.4359957086854,3398.2126842876896,,,0.0,0.0,0
gconv_gru,exact,90,0.04749876702273333,0.04994700734431927,26.633942022919655,2390.102581440471,1088.577068190556,3481.9884338947013,,,0.0,0.0,0
gconv_gru,exact,91,0.04498687055375841,,26.52815857809037,2416.6307400185615,1088.577068190556,3508.517388219014,,,0.0,0.0,0
gconv_gru,exact,92,0.04412694772084554,,26.4200927070342,2443.0508327255957,1088.577068190556,3534.9382210308686,,,0.0,0.0,0
gconv_gru,exact,93,0.04342110951741537,,26.419807793572545,2469.4706405191682,1088.577068190556,3561.3587265829556,,,0.0,0.0,0
gconv_gru,exact,94,0.04340947336620755,,26.55218855990097,2496.022829079069,1088.577068190556,3587.911587413866,,,0.0,0.0,0
gconv_gru,exact,95,0.04395012943832963,0.046474491174404435,26.515664771664888,2522.538493850734,1145.9520052806474,3671.8030380178243,,,0.0,0.0,0
gconv_gru,exact,96,0.04374421967400445,,26.6008602110669,2549.139354061801,1145.9520052806474,3698.4046185510233,,,0.0,0.0,0
gconv_gru,exact,97,0.042977352937062584,,26.54669987410307,2575.686053935904,1145.9520052806474,3724.9519584276713,,,0.0,0.0,0
gconv_gru,exact,98,0.043305946720971,,26.38499370869249,2602.0710476445965,1145.9520052806474,3751.337703925092,,,0.0,0.0,0
gconv_gru,exact,99,0.04377717000466806,,26.563780190888792,2628.6348278354853,1145.9520052806474,3777.9021307928488,,,0.0,0.0,0
gconv_gru,exact,100,0.04335220875563445,0.04284230447732485,26.470894143916667,2655.105721979402,1203.3004467594437,3861.723332819063,,,0.0,0.0,0
gconv_gru,cache,1,0.39327370678936996,0.7304156376765325,36.58338908711448,36.58338908711448,78.40288294758648,117.68496385216713,,,0.0,0.0,0
gconv_gru,cache,2,0.31399403678046334,,36.286735739093274,72.87012482620776,78.40288294758648,153.97277780529112,,,0.0,0.0,0
